gene	expression	threshold	direction
SNORA73A	5.78502736224	0.869435053318739	up
SNORA73B	4.93828579188	3.08561593294144	up
SNORA79	5.58165253046	0	up
SNORD10	7.35543919725	5.57942777872086	up
SNORD15B	5.89724042557	0	up
SNORD17	5.24982454862	2.54052132368088	up
SNORD89	6.28854313266	0	up
SNORD94	6.46972320818	4.64419521391392	up
SNORD97	7.47484160226	0	up
SNTB1	4.89917563048	4.55350150167942	up
SNX13	5.35614381023	4.57248902320862	up
SOS2	5.64241277291	5.45164862275124	up
SPEG	8.315104265	8.05495834350586	up
SPTBN1	6.44873579803	6.30531847476959	up
STT3B	6.0944472217	5.69580155611038	up
SVIL-AS1	5.57954222494	5.39756727218628	up
SYNJ2BP	4.98641093525	4.28654983639717	up
TAPBP	4.90352037372	4.78318586945534	up
TBL1XR1	5.35966172233	4.52219459414482	up
TCF12	4.94860084749	4.7931167781353	up
TCF4	5.71452029055	4.41446641087532	up
TCP11L2	4.89433274228	4.5892017185688	up
TDRD3	5.11186596387	4.10435158014297	up
TEAD1	6.89214812751	6.51944994926453	up
TFRC	7.43396093112	6.88565465807915	up
TJP1	4.97131362407	4.74700233340263	up
TMEM14E	5.39711840904	0.5356115847826	up
TMEM161B-AS1	5.38335869539	4.95061415433884	up
TMLHE	4.85996954822	4.53094926476479	up
TNPO1	5.32192809489	5.0936453640461	up
TNRC18	4.90929308582	4.7175857424736	up
TRAK1	7.35966172233	7.11247724294662	up
TRIM69	4.97773784924	4.9083317220211	up
TTC3	5.19927972134	5.1489143371582	up
TTC37	5.30852106219	5.14715826511383	up
TTN	13.2010793902	9.71431529521942	up
TULP4	6.054848477	3.53196629881859	up
U1	7.28512475083	6.82033720612526	up
UBE3A	6.62087961136	6.59694677591324	up
UCHL5	4.9044840979	4.66089451313019	up
USP15	6.16108148228	5.80719196796417	up
USP9X	5.93569546303	5.73952436447144	up
UTRN	5.43095427139	4.17792022228241	up
VPS13A	5.26303440583	4.69134083390236	up
VPS13C	5.02281165092	4.95298579335213	up
VPS8	5.79103261676	5.39825037121773	up
VWA8	5.31867837374	4.60501980781555	up
WNK2	6.74564071394	6.02398955821991	up
WWP1	7.07317755972	6.89925074577332	up
YTHDF3	5.25512301485	5.10421097278595	up
ZBTB18	5.70846316507	5.68341514468193	up
ZBTB20	5.98618336288	1.71396315097809	up
ZBTB44	6.03891898929	5.2951592206955	up
ZFX	5.12845838415	4.44383299350739	up
ZNF106	8.77086207439	8.76894497871399	up
ZNF252P	4.94204525992	4.13778868317604	up
ZNF644	4.87085786436	4.22789511084557	up
ZNF91	6.19436289073	4.07768672704697	up
ZYG11B	6.46107011403	5.97621476650238	up
snoZ278	6.52356195606	0	up
